id,s_name,s_address,s_type,s_rating,markerColor,icon,lat,lng,photos/0/height,photos/0/html_attributions/0,photos/0/photo_reference,photos/0/width,"INSERT INTO 'stores'  ('s_name','s_address','s_type','s_rating','markerColor','icon','lat','lng') VALUES ",INSERT INTO stores  VALUES ,
1,iStore,"Shop No. 64, Upper Ground Floor, Phoenix Market City, Viman Nagar, Pune, Maharashtra 411014, India",electronics_store,3.3,blue,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,18.5617184,73.9169052,960,"<a href=""https://maps.google.com/maps/contrib/115552987272753308126/photos"">iStore</a>",CmRaAAAAmqappi3_xBInOA1RLzre3zdViQk-1kGIqa07biCIYmJhS3bDUMrCmFfIbpXDA28cpjCElsgQW_2cJLFLg-ntHIsipObfk_9RBp36CmjvIHgYaMq-92wLQWfGQR58didaEhAUNiTAWLcEJZTnGSsgrWY-GhSW40KM2Bk1LXycGYeqy7xZ5ls8Gg,1280,"('1','iStore','Shop No. 64, Upper Ground Floor, Phoenix Market City, Viman Nagar, Pune, Maharashtra 411014, India','electronics_store','3.3','blue','https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png','18.5617184','73.9169052');  ","INSERT INTO stores  VALUES ('1','iStore','Shop No. 64, Upper Ground Floor, Phoenix Market City, Viman Nagar, Pune, Maharashtra 411014, India','electronics_store','3.3','blue','https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png','18.5617184','73.9169052');  ",98
2,Firstcry,"Shop No 204 & 205,2nd floor, S. No. 18/11/16, ,Spot 18 Mall,Near Pune 411027, Shivar Garden Pimple Saudagar, Pune, Maharashtra 411027, India",clothing_store,3.2,orange,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,18.5937508,73.7860453,1536,"<a href=""https://maps.google.com/maps/contrib/118101337289831270969/photos"">Firstcry</a>",CmRaAAAAOcsZekjmwJ2vPgoKMDdvU1qUr6NDvHIlXBwsHJtvrJudETsUL7x-tGM-NNm_s2cTb6_BiFtU9iVeB4QQv38ILWzrXyzkTWk3XtL5P5wpHerpxXbPN8I8Uh_YsjoQyWuCEhBarNoTtzzdfSiQwxv_GJ8OGhRZtWqtgA7NappB7z2eoL6_UyyckA,1541,"('2','Firstcry','Shop No 204 & 205,2nd floor, S. No. 18/11/16, ,Spot 18 Mall,Near Pune 411027, Shivar Garden Pimple Saudagar, Pune, Maharashtra 411027, India','clothing_store','3.2','orange','https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png','18.5937508','73.7860453');  ","INSERT INTO stores  VALUES ('2','Firstcry','Shop No 204 & 205,2nd floor, S. No. 18/11/16, ,Spot 18 Mall,Near Pune 411027, Shivar Garden Pimple Saudagar, Pune, Maharashtra 411027, India','clothing_store','3.2','orange','https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png','18.5937508','73.7860453');  ",140
3,Dell Exclusive Store Camp Pune,"Shop No.3, Chetna Apt, Opp.Kotak Mahindra Bank, 11 East Street, Camp, Pune, Maharashtra 411001, India",electronics_store,3.5,blue,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,18.5127176,73.8798456,2592,"<a href=""https://maps.google.com/maps/contrib/105127922518446631433/photos"">nabeel nawab</a>",CmRaAAAAbNfL1u2qN-Pzs7KTjQC5ajt2C6PtJBNskBSFb9632EwqSnw0Iu2TO5jLvc8MLsK1OcR6k0-UYqFc05noYDQUy1CcaK0jsVKke3DoXGJA7io0r4i59cQf0I6aL5j8ko5tEhDOKqFdTy7wvQAYAzjyZPtbGhSVbjbPMio6DbGvYVcZX9wfDIn4WQ,1952,"('3','Dell Exclusive Store Camp Pune','Shop No.3, Chetna Apt, Opp.Kotak Mahindra Bank, 11 East Street, Camp, Pune, Maharashtra 411001, India','electronics_store','3.5','blue','https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png','18.5127176','73.8798456');  ","INSERT INTO stores  VALUES ('3','Dell Exclusive Store Camp Pune','Shop No.3, Chetna Apt, Opp.Kotak Mahindra Bank, 11 East Street, Camp, Pune, Maharashtra 411001, India','electronics_store','3.5','blue','https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png','18.5127176','73.8798456');  ",101
4,Unicorn Apple Premium Reseller,"Shop no 1, Ground Floor, Premium Point Building, Opp. Mordern High School,, JM Road, Shivajinagar, Pune, Maharashtra 411005, India",electronics_store,3.5,blue,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,18.5246767,73.8496031,,,,,"('4','Unicorn Apple Premium Reseller','Shop no 1, Ground Floor, Premium Point Building, Opp. Mordern High School,, JM Road, Shivajinagar, Pune, Maharashtra 411005, India','electronics_store','3.5','blue','https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png','18.5246767','73.8496031');  ","INSERT INTO stores  VALUES ('4','Unicorn Apple Premium Reseller','Shop no 1, Ground Floor, Premium Point Building, Opp. Mordern High School,, JM Road, Shivajinagar, Pune, Maharashtra 411005, India','electronics_store','3.5','blue','https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png','18.5246767','73.8496031');  ",130
5,Firstcry.com Store Pune - Bavdhan,"Shop- 49/50, Aditya Shagun Mall, Bavdhan Pashan Road, Bavdhan, Pune, Maharashtra 411021, India",clothing_store,2.6,orange,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,18.5193018,73.7785139,3024,"<a href=""https://maps.google.com/maps/contrib/107079082410152936284/photos"">Sujoy Shivde</a>",CmRaAAAA7Qw-SBTCnMphz-jKgM55kWlkUj-UfYfFYgskCyyq8cmtv-eltzltvNbiAks5gsrL4xY-N2BcBV8t2kMYtIrVFmWFnn3g5x6GiwJJvUxI2bYOnhLkrncYRQifERVd4PGQEhAczTbLNAla6izm0rOJsqC4GhSgBOqNdDrKeuWvlibncsokEbYqag,4032,"('5','Firstcry.com Store Pune - Bavdhan','Shop- 49/50, Aditya Shagun Mall, Bavdhan Pashan Road, Bavdhan, Pune, Maharashtra 411021, India','clothing_store','2.6','orange','https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png','18.5193018','73.7785139');  ","INSERT INTO stores  VALUES ('5','Firstcry.com Store Pune - Bavdhan','Shop- 49/50, Aditya Shagun Mall, Bavdhan Pashan Road, Bavdhan, Pune, Maharashtra 411021, India','clothing_store','2.6','orange','https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png','18.5193018','73.7785139');  ",94
6,Firstcry.com Store Pune Viman Nagar,"Datta Mandir Chowk, Viman Nagar, Pune, Maharashtra 411014, India",clothing_store,2.7,orange,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,18.5651414,73.9140955,,,,,"('6','Firstcry.com Store Pune Viman Nagar','Datta Mandir Chowk, Viman Nagar, Pune, Maharashtra 411014, India','clothing_store','2.7','orange','https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png','18.5651414','73.9140955');  ","INSERT INTO stores  VALUES ('6','Firstcry.com Store Pune Viman Nagar','Datta Mandir Chowk, Viman Nagar, Pune, Maharashtra 411014, India','clothing_store','2.7','orange','https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png','18.5651414','73.9140955');  ",64
7,Firstcry.com Store Pune Kothrud,"Borate Sankul, Near Shivaji Statue, Kothrud,, Pune, Maharashtra 411038, India",clothing_store,4,orange,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,18.5021146,73.812489,,,,,"('7','Firstcry.com Store Pune Kothrud','Borate Sankul, Near Shivaji Statue, Kothrud,, Pune, Maharashtra 411038, India','clothing_store','4','orange','https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png','18.5021146','73.812489');  ","INSERT INTO stores  VALUES ('7','Firstcry.com Store Pune Kothrud','Borate Sankul, Near Shivaji Statue, Kothrud,, Pune, Maharashtra 411038, India','clothing_store','4','orange','https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png','18.5021146','73.812489');  ",77
8,CrossWord,"Ozone, ITI Road , Aundh, Pune, Maharashtra 411001, India",book_store,4.4,green,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,18.5562492,73.8089748,480,"<a href=""https://maps.google.com/maps/contrib/103780947622306156948/photos"">Durjoy Datta</a>",CmRaAAAARuSek69sw5EYWvZPZJ2ota703OQnfuXqXgkE0amSbWYSAByNFmS6hFaBonqOsnZ7f63Ts-B2t-pd-E6KCjtkUcViEAL7spKDf72_u27z5GNj0GbOdXbMf-h5VWt3Gk4vEhCww_FnePDzO_0TwKdkqZ6oGhRvty-KhNT11PgbOeEfOSGyRKNZbw,640,"('8','CrossWord','Ozone, ITI Road , Aundh, Pune, Maharashtra 411001, India','book_store','4.4','green','https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png','18.5562492','73.8089748');  ","INSERT INTO stores  VALUES ('8','CrossWord','Ozone, ITI Road , Aundh, Pune, Maharashtra 411001, India','book_store','4.4','green','https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png','18.5562492','73.8089748');  ",56
9,Forest Essentials,"Shop No 09, Ground Floor, Near To Citi Bank Office, Koregaon Park Plaza, N Main Rd, Koregaon Park Annexe, Mundhwa, Pune, Maharashtra 411001, India",clothing_store,3,orange,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,18.5387827,73.907683,,,,,"('9','Forest Essentials','Shop No 09, Ground Floor, Near To Citi Bank Office, Koregaon Park Plaza, N Main Rd, Koregaon Park Annexe, Mundhwa, Pune, Maharashtra 411001, India','clothing_store','3','orange','https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png','18.5387827','73.907683');  ","INSERT INTO stores  VALUES ('9','Forest Essentials','Shop No 09, Ground Floor, Near To Citi Bank Office, Koregaon Park Plaza, N Main Rd, Koregaon Park Annexe, Mundhwa, Pune, Maharashtra 411001, India','clothing_store','3','orange','https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png','18.5387827','73.907683');  ",146
10,Puma,"Puma Store, R .B Business center Sangvi Nagar, Aundh, Pune, Maharashtra 411007, India",shoe_store,4,magenta,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,18.5605185,73.8133504,648,"<a href=""https://maps.google.com/maps/contrib/101284017953151215929/photos"">Ringdi Pamyh</a>",CmRaAAAANFyRVkVksDdP2RYAu9iPjZbeEturd_14jSry5g6q5Bd7Ghiv41M_t81dgv3rjTSD-ksVzJcPmLRhXkokAySaiAN-3S3JCMGuwOtl4jeq1RaaYiSlSOjr_8SpN8S9MlyUEhDQ4_eNllRpoEX53KeFzLFuGhQkReyy51jL9o62_yajMf5Jh0o8nQ,1152,"('10','Puma','Puma Store, R .B Business center Sangvi Nagar, Aundh, Pune, Maharashtra 411007, India','shoe_store','4','magenta','https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png','18.5605185','73.8133504');  ","INSERT INTO stores  VALUES ('10','Puma','Puma Store, R .B Business center Sangvi Nagar, Aundh, Pune, Maharashtra 411007, India','shoe_store','4','magenta','https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png','18.5605185','73.8133504');  ",85
